nameseq,fickett_score-ORF,fickett_score-full-sequence
1_102071157_102071739,0.3799,0.35011
1_102072260_102074579,0.7615000000000001,0.38672
1_102072610_102075105,0.7157,0.39015
1_102075107_102075396,0.9053,0.43792
1_102075484_102076185,0.8601,0.4402299999999999
1_102075486_102075728,0.8536,0.45695
1_102076385_102080962,0.4355,0.32015
1_102081025_102081999,0.4376,0.35502
1_102082219_102082771,0.4304,0.33116
1_102082914_102085518,0.4798,0.4302
1_102085648_102086636,1.0327,0.45825
1_102086654_102092479,0.4265,0.33907
1_102092403_102102218,0.5099,0.32277
1_102093071_102096716,0.5496,0.33199
1_102102210_102102723,1.2637,0.4140999999999999
1_102103173_102108901,0.7220000000000001,0.39448
1_102108905_102109359,0.6157999999999999,0.37736
1_102109356_102115074,0.3832,0.32597
1_102115078_102120574,1.1536,0.45246
1_102120901_102125785,0.7178,0.44678
1_102121411_102126422,0.6011,0.3980599999999999
1_102127325_102131347,0.4866,0.36414
1_102132138_102134164,0.4644999999999999,0.37977
1_102134050_102144153,0.4029999999999999,0.32498
1_102139374_102147516,0.4016,0.32663
1_102149244_102149535,0.6377999999999999,0.44273
1_102149607_102151352,0.6766000000000001,0.40658
1_102152344_102152873,0.5386,0.39656
1_102153705_102170241,0.4989,0.28415
1_102158542_102176760,0.5115,0.3201
1_10217284_10231971,0.3827,0.31233
1_102177138_102181179,0.4155999999999999,0.30104
1_102181557_102185596,0.4836,0.35845
1_102185974_102198528,0.3941,0.3162999999999999
1_102198597_102200048,0.6542000000000001,0.41119
1_102198869_102199293,0.8199000000000001,0.46506
1_102200204_102200903,0.6465000000000001,0.41118
1_102201235_102215457,0.3953,0.30132
1_102201287_102215560,0.3953,0.30132
1_10220389_10229067,0.4828,0.36001
1_102222692_102232691,0.4931,0.29897
1_102222700_102232693,0.4931,0.29897
1_102232816_102233469,0.4833,0.40166
1_102234439_102235700,0.6139,0.36049
1_102236469_102258305,0.4788,0.27327
1_102260214_102282530,0.4576,0.28186
1_102267001_102281821,0.4786,0.27911
1_102285957_102292526,0.5056999999999999,0.32342
1_102292545_102293177,1.0788,0.40704
1_102293294_102293518,1.2751,0.4303499999999999
1_102293338_102293519,1.2292,0.40663
1_102293711_102293790,1.0248,0.34903
1_102294182_102294701,1.35,0.41353
1_102295375_102319796,0.4748,0.34255
1_102296738_102298430,0.8836,0.43047
1_102299425_102322863,0.4936999999999999,0.32153
1_102319818_102342982,0.3718,0.29607
1_102344361_102344423,0.5055,0.33894
1_102344514_102344629,0.5152999999999999,0.35181
1_102344540_102344599,0.6200000000000001,0.32143
1_102344641_102344788,1.1425,0.4467
1_102344644_102344921,1.0085,0.4617799999999999
1_102344793_102344921,0.7753,0.40213
1_102346729_102346873,0.8191999999999999,0.34575
1_1023469_1023569,0.7191000000000001,0.41767
1_1023470_1023569,0.6936,0.41524
1_102347198_102347351,0.6562,0.38896
1_10234744_10234998,1.0154,0.3750199999999999
1_10234744_10235002,1.0209,0.3725
1_102347765_102349232,0.4569,0.31341
1_102348647_102349232,0.3959,0.26974
1_102349383_102349779,0.6098,0.34473
1_102349789_102349882,1.1753,0.41621
1_10235009_10235863,0.3314,0.24029
1_102350476_102351828,0.7213,0.37337
1_102350747_102363798,0.4019,0.28366
1_102352940_102353432,1.1633,0.4429
1_102354335_102354425,0.9344,0.38701
1_102354747_102355316,1.0965,0.44829
1_10236176_10251867,0.3839,0.29607
1_102364616_102364728,0.8235000000000001,0.4093099999999999
1_102366092_102372504,0.5080999999999999,0.34998
1_1023660_1023758,0.7856000000000001,0.3943799999999999
1_102372594_102372660,0.6702,0.40284
1_102375335_102375480,0.959,0.39463
1_102375482_102375976,0.485,0.30616
1_102375979_102376136,0.8222000000000002,0.34082
1_102379219_102393277,0.4889,0.32399
1_102379224_102380022,1.1054,0.4214299999999999
1_102388339_102392700,0.5374999999999999,0.35745
1_102393205_102394360,0.4943,0.36463
1_102394900_102398899,0.4093,0.30443
1_102398917_102417897,0.3813,0.2908799999999999
1_102404478_102417897,0.3813,0.2908799999999999
1_102418127_102445291,0.4095999999999999,0.28267
1_1024192_1024486,1.3241,0.40321
1_102434639_102453231,0.378,0.31
1_102454657_102455350,0.5343999999999999,0.40657
1_102455434_102455775,0.4515,0.29027
1_102455787_102459912,0.3953,0.27931
1_102462073_102462116,0.5976,0.32301
1_102462332_102462629,0.7302000000000001,0.38362
1_102463504_102469219,0.4533999999999999,0.32504
1_102464755_102478823,0.4788,0.29452
1_102469813_102470150,0.6725000000000001,0.41441
1_102478227_102478254,1.2334,0.45731
1_102478821_102480605,0.5354,0.3875599999999999
1_102481562_102498693,0.3898999999999999,0.35339
1_102489979_102490733,0.8913,0.45826
1_102498894_102499275,0.4531,0.36373
1_102499308_102499374,1.1745,0.45078
1_102499807_102500094,0.9194,0.40596
1_102500161_102500440,0.4715,0.34867
1_10250086_10250667,0.5117,0.3908
1_102502267_102517117,0.378,0.30595
1_102517720_102535289,0.4095999999999999,0.28267
1_102518823_102532655,0.4095999999999999,0.31137
1_10252009_10252162,0.8815999999999999,0.39701
1_10252775_10254755,0.7945,0.42188
1_102537006_102543365,0.5029999999999999,0.3837199999999999
1_10254078_10254608,1.0747,0.3974399999999999
1_102542237_102542593,1.0541,0.42267
1_102542658_102542831,0.752,0.36055
1_102543729_102557724,0.3939,0.29892
1_10254655_10256706,0.9184,0.45465
1_102546582_102546871,0.5155,0.36665
1_102547402_102556373,0.3939,0.29892
1_10254945_10256243,0.9781,0.45801
1_102557503_102557915,0.3492,0.2985099999999999
1_102557768_102557903,0.6610999999999999,0.34982
1_102559363_102560007,0.4074,0.34412
1_102560280_102560599,0.5243,0.31573
1_102562302_102562444,0.4631,0.38613
1_102563134_102563420,0.7834000000000001,0.42337
1_102563549_102563957,0.4362999999999999,0.36129
1_102563749_102563943,0.8963000000000001,0.44217
1_102564197_102566534,0.4911,0.32963
1_102564375_102565198,0.5467,0.33059
1_10256541_10256709,0.8466999999999999,0.43218
1_102566536_102574531,0.5547,0.34521
1_10257192_10257280,1.2018,0.45152
1_10257194_10257312,1.1696,0.44521
1_102572332_102572376,0.8659,0.40853
1_102574541_102587098,0.53,0.35849
1_1025783_1026610,1.2088,0.40855
1_102585176_102587089,0.5989999999999999,0.42179
1_102589223_102592297,0.3913999999999999,0.35395
1_102592720_102593051,0.5988,0.4077
1_102593059_102593328,0.4886,0.36777
1_102593059_102594396,0.4721999999999999,0.33618
1_102594451_102595335,0.4772,0.36314
1_102595429_102595817,0.5474,0.3407099999999999
1_102596048_102596191,0.8779,0.45489
1_102596983_102597086,1.2406,0.42724
1_102597186_102597289,0.621,0.32448
1_102597321_102597567,0.5681,0.32301
1_102597636_102597820,0.5616,0.34722
1_102597917_102598273,1.0681,0.43279
1_102597917_102598426,0.904,0.4158
1_10259798_10260088,0.6047999999999999,0.41593
1_10259802_10260088,0.4916999999999999,0.39624
1_102598604_102599168,0.5590999999999999,0.37698
1_102598605_102599168,0.5590999999999999,0.36675
1_102599408_102599486,0.7063000000000001,0.29577
1_102599911_102600065,0.5811,0.36132
1_102599911_102600072,0.5435,0.36628
1_102600533_102600732,0.7636000000000001,0.4219299999999999
1_102600787_102609057,0.4455999999999999,0.30989
1_102606955_102608224,0.4791,0.39185
1_10260894_10261429,1.217,0.4449299999999999
1_102609324_102609523,1.1211,0.4173599999999999
1_102609676_102609984,0.7798,0.45946
1_102610067_102610372,0.6560999999999999,0.42991
1_102610429_102610750,0.5338999999999999,0.37015
1_102612092_102613298,0.7941000000000001,0.4616
1_102612470_102613470,0.8007000000000001,0.43149
1_102613811_102615129,0.4079,0.2996
1_102615426_102616524,0.6779999999999999,0.4227999999999999
1_102616531_102617055,1.0001,0.4440099999999999
1_102617063_102619410,0.6169,0.33604
1_102620229_102641445,0.4523999999999999,0.34234
1_10262975_10263311,0.4579999999999999,0.346
1_10263406_10263627,1.3169000000000002,0.38431
1_10263408_10263634,1.2993,0.4002699999999999
1_102641467_102674018,0.389,0.28584
1_102641501_102658357,0.3964,0.30661
1_10266143_10266335,0.7387,0.41099
1_10266143_10266338,0.7107,0.41099
1_10267186_10282391,0.3806,0.29003
1_10267186_10282392,0.3806,0.29003
1_102674243_102676188,0.3829999999999999,0.32886
1_102677359_102686512,0.4303,0.32883
1_102684062_102685773,0.6938000000000001,0.37971
1_102686588_102686671,0.6046,0.36131
1_102686745_102686928,1.0132,0.44743
1_102687052_102693615,0.4797,0.30788
1_102693719_102695620,0.5999,0.37811
1_102696672_102697136,0.9406,0.4316899999999999
1_102697614_102701741,0.5101,0.37084
1_102698817_102698936,0.4262999999999999,0.34103
1_102698994_102699296,0.6061000000000001,0.35231
1_102699814_102703556,0.4868,0.3865099999999999
1_102702894_102706360,0.4181999999999999,0.30168
1_102703614_102703916,0.514,0.3807
1_102704433_102706968,0.3792,0.3455399999999999
1_102706962_102708856,0.8518000000000001,0.41997
1_102709803_102709853,0.5182,0.34716
1_102711332_102711593,0.7006,0.32211
1_102713234_102713327,1.1957,0.43643
1_102713782_102713847,0.9524,0.40918
1_102713796_102713849,0.8582000000000001,0.43574
1_102715191_102717441,0.9331,0.46559
1_102719580_102719727,0.6932,0.38665
1_102722952_102723697,0.9109,0.43803
1_102723251_102743357,0.3827,0.28923
1_102726159_102735291,0.3718,0.32072
1_102737331_102737836,0.5861,0.3654599999999999
1_102738789_102739012,1.2537,0.4494599999999999
1_102740485_102742033,0.386,0.34648
1_102742764_102743796,0.3559,0.27413
1_102744407_102745581,0.3602,0.29512
1_102746966_102748850,0.9528,0.46586
1_102748852_102749096,1.1138,0.45381
1_102750233_102761018,0.4517,0.31437
1_102750679_102752118,0.9471,0.48142
1_102752120_102758224,0.3827,0.28923
1_102758283_102761023,0.477,0.30734
1_102761406_102767593,0.4486,0.32612
1_102767594_102772291,0.4513999999999999,0.29705
1_102768258_102772290,0.4513999999999999,0.29705
1_102775013_102778670,0.6071,0.39123
1_102775163_102797720,0.3775,0.29791
1_102778750_102790447,0.3703999999999999,0.29367
1_102797723_102805071,0.7348,0.42499
1_102803258_102803275,0.7053000000000001,0.28442
1_102805073_102827159,0.3706,0.31388
1_102814089_102834098,0.3761,0.27618
1_1028211_1028380,0.6224999999999999,0.38443
1_10282395_10282552,0.7501000000000001,0.37315
1_10282413_10282552,0.8326000000000001,0.35522
1_10282804_10283114,0.5688,0.3990399999999999
1_10283203_10297528,0.5470999999999999,0.38604
1_102834794_102839131,0.3667999999999999,0.28479
1_102839195_102854407,0.4037,0.28648
1_102840766_102854436,0.4229,0.28496
1_102855220_102868339,0.3928,0.34512
1_102858386_102861305,0.4357,0.3774699999999999
1_102868341_102892965,0.472,0.32759
1_102868344_102892965,0.472,0.32759
1_102895132_102897411,0.4044999999999999,0.32938
1_102897657_102905643,0.4458999999999999,0.32919
1_102905923_102907512,0.5352,0.27638
1_102905956_102918089,0.8877,0.42476
1_102918107_102919347,0.6059,0.42452
1_102920164_102920404,0.5562999999999999,0.42464
1_102921001_102925569,0.3872,0.30557
1_1029225_1029369,1.1889,0.39413
1_102925594_102926014,0.4045999999999999,0.34496
1_102929121_102939926,0.3898999999999999,0.35972
1_102932004_102939701,0.3898999999999999,0.33102
1_102940381_102940941,0.6153,0.43099
1_102941321_102941429,0.9418,0.41706
1_102942040_102946616,0.3792,0.34782
1_102946720_102947786,0.5838000000000001,0.36261
1_102950353_102952398,0.4163,0.33177
1_102952826_102952998,0.5704999999999999,0.42826
1_102953530_102953672,0.6656,0.38316
1_102959121_102967406,0.5699000000000001,0.3915799999999999
1_102959122_102961378,0.5147999999999999,0.35429
1_102961817_102962118,0.5106,0.31926
1_102962197_102966247,0.8998,0.41757
1_102966646_102966973,1.3089000000000002,0.3961
1_102967028_102967406,0.8562000000000001,0.43959
1_102967763_102968003,0.4477,0.3110699999999999
1_102968591_102993647,0.3864,0.32386
1_102973061_102980012,0.5395,0.3797
1_102981040_102993632,0.3718,0.32477
1_10298167_10298381,0.6775000000000001,0.36535
1_102994997_102995089,1.1949,0.43321
1_102997401_102997689,0.7364,0.43293
1_102997405_102997687,0.7694000000000001,0.41907
1_10299777_10313701,0.5146,0.3531299999999999
1_102997981_102998083,0.8603,0.46214
1_102997995_102998496,0.7592000000000001,0.4051499999999999
1_102998091_102998328,0.721,0.34419
1_102998509_102998593,0.6271,0.31831
1_102998747_102999279,0.5086999999999999,0.3873999999999999
1_103001033_103001270,1.0989,0.4163
1_103001342_103008373,0.4762,0.26383
1_103001376_103012352,0.4556,0.26907
1_103010545_103012352,0.8603999999999999,0.43919
1_103012901_103012961,0.7872999999999999,0.40932
1_103012981_103013271,0.7649000000000001,0.3640599999999999
1_103013446_103014947,0.8095,0.41999
1_103013590_103026220,0.7017000000000001,0.37066
1_103015485_103026220,0.7834000000000001,0.38655
1_103027086_103027733,0.503,0.30901
1_103027739_103029480,0.4433999999999999,0.35385
1_103027741_103029475,0.4433999999999999,0.35385
1_103030314_103031155,0.4607,0.36053
1_103031153_103050487,0.5206999999999999,0.34479
1_103037999_103050395,0.5453999999999999,0.3766699999999999
1_103051439_103051848,0.7504000000000001,0.38172
1_103051859_103068019,0.3706,0.28518
1_103052567_103058320,0.3898999999999999,0.30159
1_103058322_103059423,0.7469000000000001,0.4371400000000001
1_103059443_103059634,0.9105,0.40824
1_103066869_103069642,0.5988999999999999,0.4168
1_103070410_103072635,0.6329,0.35777
1_103072651_103073166,0.7634000000000001,0.4073
1_103075781_103079366,0.4436,0.40512
1_103079375_103098401,0.3761,0.32421
1_103081519_103081706,0.7015000000000001,0.3572
1_103089937_103092687,0.4502,0.33735
1_103092761_103106959,0.3813,0.2908799999999999
1_103098882_103121441,0.3953,0.30132
1_10310451_10310575,0.4634,0.27717
1_103107216_103121357,0.3913,0.31684
1_103121608_103122100,0.7938000000000001,0.4115299999999999
1_103122248_103142617,0.3939,0.3316699999999999
1_103130625_103133446,0.3851,0.34371
1_103137196_103140134,0.5179999999999999,0.37928
1_10313792_10314030,0.3942,0.33635
1_1031426_1031697,0.8903000000000001,0.34999
1_103142753_103150555,0.3827,0.28923
1_103142786_103145872,0.3964,0.33531
1_10314578_10317263,0.4292,0.3842
1_10314596_10314717,1.1977,0.44577
1_103150592_103161246,0.4533,0.3404
1_103155434_103158367,0.81,0.44222
1_103161297_103166274,0.4396,0.29022
1_103166270_103167555,0.4531,0.3698899999999999
1_103167804_103168478,0.585,0.39598
1_103168490_103178663,0.4316,0.32421
1_103179380_103182230,0.3964,0.35841
1_103182236_103193525,0.3901,0.3618
1_103188074_103190394,0.6943000000000001,0.44113
1_103193831_103216534,0.4253999999999999,0.3404
1_103201336_103201716,0.6025999999999999,0.37275
1_10320211_10320257,0.8444,0.31735
1_10320274_10326724,0.3966,0.3452699999999999
1_103204639_103204755,0.8534999999999998,0.41694
1_103206224_103220194,0.5417000000000001,0.40306
1_103218175_103223198,0.4936999999999999,0.32153
1_103221366_103222193,0.4992999999999999,0.36477
1_103222314_103244192,0.4432999999999999,0.30051
1_103223875_103226142,0.4044999999999999,0.33343
1_103227685_103227844,1.0624,0.44283
1_103230704_103231346,0.6912,0.38853
1_103232499_103255188,0.4065,0.29305
1_103252535_103253706,0.4807,0.3268899999999999
1_103258413_103258734,1.1571,0.4369599999999999
1_103259382_103260726,0.8158000000000001,0.46035
1_103261974_103265670,0.4936999999999999,0.35541
1_103266624_103269289,0.6957,0.42307
1_103273655_103274015,0.7506,0.41473
1_103274541_103279032,0.7057,0.39158
1_103278141_103278191,0.8089,0.41424
1_103278243_103278318,0.9169,0.33779
1_103279436_103279760,0.7490000000000001,0.3738499999999999
1_103279470_103279763,0.6929000000000001,0.3751099999999999
1_103287607_103287897,1.2487,0.44242
1_103287611_103287895,1.2487,0.44242
1_103287899_103290118,0.5822999999999999,0.41779
1_103290240_103290271,0.8508,0.40021
1_103290612_103299085,0.4019,0.28366
1_10329855_10330800,0.3913,0.34468
1_103301126_103301216,0.9111,0.42309
1_103302392_103303824,1.3126,0.43898
1_103302759_103303297,1.3522,0.41353
1_103303866_103304141,1.1698,0.4122699999999999
1_103304604_103305947,1.1954,0.47467
1_103305957_103311817,0.5066,0.30297
1_103311836_103335849,0.3827,0.28923
1_10332697_10336384,0.502,0.38786
1_103350358_103359837,0.3721,0.34998
1_10335220_10336058,0.5318,0.40474
1_103360217_103360698,0.8876,0.37423
1_103360926_103361601,0.3868,0.3213
1_103363735_103375704,0.3761,0.29551
1_103364956_103371386,0.3766,0.3594
1_10336794_10336979,0.6591,0.38039
1_103376074_103385220,0.4221999999999999,0.31786
1_103377764_103377907,1.2456,0.42908
1_10337865_10338979,0.6053,0.3519299999999999
1_103385965_103386147,1.0596,0.41185
1_103387243_103387315,1.0333,0.43496
1_103387560_103388380,0.9693,0.46789
1_103388381_103391841,0.89,0.41683
1_103392182_103421739,0.4093,0.30848
1_10340569_10340759,0.8116,0.31048
1_10340570_10340760,0.8116,0.33918
1_10341045_10348660,0.4229,0.31366
1_103422467_103422861,0.4911,0.32824
1_103422982_103423068,0.6996,0.40271
1_103423156_103423263,0.6779999999999999,0.40192
1_103423455_103423555,0.5256000000000001,0.27747
1_103423901_103424250,0.3946,0.31604
1_103424548_103424757,0.8565000000000002,0.41999
1_103424881_103425226,0.9083,0.44887
1_103426728_103430069,0.425,0.3552999999999999
1_103430117_103430818,0.4263,0.33471
1_103431003_103431185,1.0566,0.4177599999999999
1_103431326_103431518,0.8141,0.41605
1_103432210_103432603,1.0022,0.4366899999999999
1_103434104_103438217,0.3825,0.29772
1_103438593_103442832,0.4588,0.32962
1_103438900_103440672,0.492,0.36657
1_103440685_103442832,0.5792999999999999,0.38896
1_103442860_103443196,0.7525,0.4171
1_103442860_103447057,0.6669,0.37016
1_103443469_103451331,0.4221999999999999,0.31457
1_103447109_103486325,0.4748,0.31945
1_103462960_103473092,0.5097,0.34764
1_103473291_103473438,1.1064,0.41633
1_103482087_103487373,0.4822999999999999,0.33186
1_103487374_103492009,0.5012,0.32282
1_10348908_10349003,0.5960000000000001,0.42416
1_103492013_103510796,0.4229,0.30806
1_10351376_10351605,0.757,0.45235
1_10351753_10357610,0.4808,0.32249
1_10351758_10357610,0.4808,0.32249
1_103520476_103537845,0.4229,0.28496
1_103529149_103538102,0.3885,0.33194
1_103538095_103540299,0.4184,0.31512
1_103540299_103543842,0.6780999999999999,0.43825
1_103540318_103540511,0.8189000000000001,0.46337
1_103543820_103548106,0.7235,0.39847
1_103547045_103548530,1.0042,0.4438
1_103548539_103548793,1.0894,0.41866
1_103548539_103549323,1.0607,0.46333
1_103549324_103552927,0.5437,0.35612
1_103549328_103552870,0.5490999999999999,0.36077
1_103553472_103555905,0.7867999999999999,0.3912299999999999
1_103558627_103576539,0.4007,0.3059699999999999
1_103570075_103576539,0.4077999999999999,0.3357799999999999
1_103576724_103577162,0.5534,0.40445
1_103577652_103577834,1.0424,0.42002
1_103577958_103578216,0.6718000000000001,0.4043
1_103578139_103579262,0.4030999999999999,0.28738
1_103579263_103580023,0.4543,0.33451
1_103580454_103625652,0.4384,0.28338
1_10358084_10358368,0.8142,0.38427
